Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,carrier_name
2021,2,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10721,15304,BOS,TPA,1204,1506,176.69,B6,0.535,184.54,DL,0.3133,176.89,,,JetBlue
2021,2,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13296,15304,MHT,TPA,1204,123,214.78,WN,0.838,206.87,WN,0.838,206.87,,,Southwest
2021,2,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14307,15304,PVD,TPA,1204,427,170.44,WN,0.5981,176.32,B6,0.2415,157.17,,,Southwest
2021,2,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",10721,13198,BOS,MCI,1256,176,260.01,DL,0.4545,272.71,WN,0.2768,251.77,,,Delta
2021,2,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",13296,13198,MHT,MCI,1256,21,262.93,WN,0.5989,243.85,WN,0.5989,243.85,,,Southwest
2021,2,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",14307,13198,PVD,MCI,1256,37,238.58,WN,0.5015,212.5,WN,0.5015,212.5,,,Southwest
2021,2,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",10721,14683,BOS,SAT,1764,143,250.62,AA,0.4958,241,WN,0.2063,216.41,,,American
2021,2,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",13296,14683,MHT,SAT,1764,18,273.56,WN,0.6646,241.58,WN,0.6646,241.58,,,Southwest
2021,2,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",14307,14683,PVD,SAT,1764,35,249.29,WN,0.5186,197.67,WN,0.5186,197.67,,,Southwest
2021,2,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",10721,13495,BOS,MSY,1371,289,236.19,B6,0.4863,230.56,B6,0.4863,230.56,,,JetBlue
2021,2,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",13296,13495,MHT,MSY,1371,15,264.21,WN,0.5882,245.7,WN,0.5882,245.7,,,Southwest
2021,2,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",14307,13495,PVD,MSY,1371,38,262.98,AA,0.344,255.49,WN,0.3324,220.04,,,American
2021,2,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",10721,14679,BOS,SAN,2588,767,291.83,B6,0.5118,327.22,AA,0.1223,225,,,JetBlue
2021,2,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",13296,14679,MHT,SAN,2588,18,302.98,AA,0.5,305.71,WN,0.4699,271,,,American
2021,2,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",14307,14679,PVD,SAN,2588,62,309.5,AA,0.5168,318.23,WN,0.2469,277.5,,,American
2021,2,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10721,13931,BOS,ORF,487,142,180.5,DL,0.3924,194.2,UA,0.1006,168.99,,,Delta
2021,2,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10721,14098,BOS,PHF,487,4,197.71,AA,1,197.71,AA,1,197.71,,,American
2021,2,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13296,13931,MHT,ORF,487,33,187.93,WN,0.6309,173.02,WN,0.6309,173.02,,,Southwest
2021,2,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13296,14098,MHT,PHF,487,0,251.5,AA,1,251.5,AA,1,251.5,,,American
2021,2,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",14307,13931,PVD,ORF,487,57,209.8,WN,0.4894,182.78,WN,0.4894,182.78,,,Southwest
2021,2,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",14307,14098,PVD,PHF,487,3,272.11,AA,1,272.11,AA,1,272.11,,,American
2021,2,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",10721,14027,BOS,PBI,1222,782,209.01,B6,0.8829,208.77,UA,0.0108,200.78,,,JetBlue
2021,2,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",13296,14027,MHT,PBI,1222,28,202.1,AA,0.5019,229.83,WN,0.4864,172.6,,,American
2021,2,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",14307,14027,PVD,PBI,1222,152,214.73,B6,0.6278,212.7,WN,0.1477,189.02,,,JetBlue
2021,2,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",10721,14057,BOS,PDX,2537,365,265.41,AS,0.4564,264.01,B6,0.2396,238.07,,,Alaska
2021,2,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",13296,14057,MHT,PDX,2537,7,349.33,AA,0.5167,377.03,WN,0.3333,263.7,,,American
2021,2,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",14307,14057,PVD,PDX,2537,16,337.04,AA,0.3333,317.19,AA,0.3333,317.19,,,American
2021,2,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",10721,14100,BOS,PHL,289,496,179.47,AA,0.7078,185.43,B6,0.29,164.45,,,American
2021,2,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",13296,14100,MHT,PHL,289,49,214.54,AA,0.9887,214.43,AA,0.9887,214.43,,,American
2021,2,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",14307,14100,PVD,PHL,289,49,236.32,AA,0.9955,237.05,AA,0.9955,237.05,,,American
2021,2,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",10721,14492,BOS,RDU,625,747,192.87,DL,0.5288,192.54,DL,0.5288,192.54,,,Delta
2021,2,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",13296,14492,MHT,RDU,625,34,200.51,WN,0.5752,191.63,WN,0.5752,191.63,,,Southwest
2021,2,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",14307,14492,PVD,RDU,625,44,225.45,AA,0.4751,235.89,WN,0.4179,211.79,,,American
2021,2,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",10721,14524,BOS,RIC,487,308,177.47,DL,0.4706,174.65,B6,0.4407,174.05,,,Delta
2021,2,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",13296,14524,MHT,RIC,487,7,252.6,AA,0.8788,253.87,AA,0.8788,253.87,,,American
2021,2,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",14307,14524,PVD,RIC,487,13,215.66,AA,0.7983,233.49,UA,0.2017,145.08,,,American
2021,2,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",10721,14869,BOS,SLC,2105,477,253.65,DL,0.6385,276.42,B6,0.2409,200.93,,,Delta
2021,2,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",13296,14869,MHT,SLC,2105,16,244.46,WN,0.6759,236.61,WN,0.6759,236.61,,,Southwest
2021,2,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",14307,14869,PVD,SLC,2105,20,271.92,WN,0.375,229.83,WN,0.375,229.83,,,Southwest
2021,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",10721,14685,BOS,SAV,917,341,218.15,B6,0.7172,227.56,AA,0.1098,205.53,,,JetBlue
2021,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,18,226.29,AA,0.4821,254.99,WN,0.4702,198.24,,,American
2021,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,40,206.59,AA,0.4438,218.46,UA,0.1726,176.17,,,American
2021,2,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",10721,14986,BOS,SRQ,1240,273,192.93,B6,0.4829,212.31,G4,0.1291,108.95,,,JetBlue
2021,2,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",13296,14986,MHT,SRQ,1240,32,206.31,WN,0.686,199.05,WN,0.686,199.05,,,Southwest
2021,2,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",14307,14986,PVD,SRQ,1240,44,216.95,WN,0.4612,203.85,WN,0.4612,203.85,,,Southwest
2022,2,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",10721,11259,BOS,DAL,1562,47,282.99,WN,0.8706,273.84,WN,0.8706,273.84,,,Southwest
2022,2,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",10721,11298,BOS,DFW,1562,1880,279.29,AA,0.6725,298.59,B6,0.1101,220.53,,,American
2022,2,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",13296,11259,MHT,DAL,1562,19,301.14,WN,1,301.14,WN,1,301.14,,,Southwest
2022,2,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",13296,11298,MHT,DFW,1562,21,401.92,AA,0.8717,426.88,NK,0.0374,167.71,,,American
2022,2,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",14307,11259,PVD,DAL,1562,29,288.73,WN,0.8962,288.39,WN,0.8962,288.39,,,Southwest
2022,2,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",14307,11298,PVD,DFW,1562,74,327.26,AA,0.617,350.43,DL,0.2563,287.56,,,American
2022,2,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",10721,14122,BOS,PIT,496,705,205.05,DL,0.4534,207.42,B6,0.4085,199.7,,,Delta
2022,2,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",13296,14122,MHT,PIT,496,22,224.71,WN,0.4824,208.38,UA,0.2462,164.84,,,Southwest
2022,2,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",14307,14122,PVD,PIT,496,76,159.14,MX,0.479,109.24,MX,0.479,109.24,,,Breeze
2022,2,30721,30325,"Boston, MA (Metropolitan Area)","Denver, CO",10721,11292,BOS,DEN,1754,1753,344.38,UA,0.5778,370.39,B6,0.1799,294.59,,,United
2022,2,30721,30325,"Boston, MA (Metropolitan Area)","Denver, CO",13296,11292,MHT,DEN,1754,51,363.92,WN,0.6078,342.33,WN,0.6078,342.33,,,Southwest
2022,2,30721,30325,"Boston, MA (Metropolitan Area)","Denver, CO",14307,11292,PVD,DEN,1754,140,269.22,F9,0.4395,157.85,F9,0.4395,157.85,,,Fronteir
2022,2,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",10721,14107,BOS,PHX,2300,1341,377.67,AA,0.7467,383.48,B6,0.153,308.08,,,American
2022,2,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",13296,14107,MHT,PHX,2300,44,408.17,WN,0.5592,379.17,WN,0.5592,379.17,,,Southwest
2022,2,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",14307,14107,PVD,PHX,2300,77,411.23,AA,0.4139,456.87,WN,0.2731,390.77,,,American
2022,2,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",10721,14747,BOS,SEA,2496,1434,366.18,AS,0.4405,333.61,AS,0.4405,333.61,,,Alaska
2022,2,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",13296,14747,MHT,SEA,2496,8,435.77,AA,0.4203,486.34,WN,0.3333,338.96,,,American
2022,2,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",14307,14747,PVD,SEA,2496,34,491.36,AA,0.4045,492.04,AA,0.4045,492.04,,,American
2022,2,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10721,10874,BOS,CAK,563,7,225.08,AA,0.8182,224.38,AA,0.8182,224.38,,,American
2022,2,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10721,11042,BOS,CLE,563,639,190.46,DL,0.4671,194.72,B6,0.3981,178.34,,,Delta
2022,2,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",13296,10874,MHT,CAK,563,1,288.71,AA,1,288.71,AA,1,288.71,,,American
2022,2,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",13296,11042,MHT,CLE,563,13,236.78,WN,0.4622,197.45,WN,0.4622,197.45,,,Southwest
2022,2,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",14307,10874,PVD,CAK,563,3,263.87,AA,1,263.87,AA,1,263.87,,,American
2022,2,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",14307,11042,PVD,CLE,563,32,206.83,UA,0.3639,197.09,WN,0.2415,177.41,,,United
2022,2,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",10721,10693,BOS,BNA,942,1211,252.11,DL,0.3221,284.99,WN,0.265,222.23,,,Delta
2022,2,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",13296,10693,MHT,BNA,942,45,277.89,WN,0.5732,257.34,WN,0.5732,257.34,,,Southwest
2022,2,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",14307,10693,PVD,BNA,942,137,209.87,WN,0.4095,222.2,G4,0.25,107.3,,,Southwest
2022,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",10721,10792,BOS,BUF,395,204,210.54,B6,0.5915,207.87,B6,0.5915,207.87,,,JetBlue
2022,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,7,233.77,WN,0.5758,221.95,WN,0.5758,221.95,,,Southwest
2022,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,14,241.25,DL,0.2891,206.54,DL,0.2891,206.54,,,Delta
2022,2,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10721,10821,BOS,BWI,418,866,175.41,WN,0.9632,174.42,WN,0.9632,174.42,,,Southwest
2022,2,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10721,11278,BOS,DCA,418,3460,147.42,B6,0.4946,135.67,B6,0.4946,135.67,,,JetBlue
2022,2,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10721,12264,BOS,IAD,418,531,169.44,UA,0.988,169.01,UA,0.988,169.01,,,United
2022,2,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13296,10821,MHT,BWI,418,287,165.64,WN,0.9912,165.09,WN,0.9912,165.09,,,Southwest
2022,2,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13296,11278,MHT,DCA,418,144,222.43,AA,0.9497,223.8,UA,0.0442,191.96,,,American
2022,2,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13296,12264,MHT,IAD,418,4,255.19,UA,0.8824,254.63,UA,0.8824,254.63,,,United
2022,2,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14307,10821,PVD,BWI,418,248,187.8,WN,0.9987,187.79,WN,0.9987,187.79,,,Southwest
2022,2,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14307,11278,PVD,DCA,418,450,192.99,AA,0.6026,220.31,WN,0.3593,148.51,,,American
2022,2,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14307,12264,PVD,IAD,418,66,218,UA,0.99,217.48,UA,0.99,217.48,,,United
2022,2,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",10721,13232,BOS,MDW,867,447,169.34,WN,0.9914,168.42,WN,0.9914,168.42,,,Southwest
2022,2,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",10721,13930,BOS,ORD,867,3093,200.25,AA,0.4126,206.09,B6,0.1285,176.29,,,American
2022,2,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",13296,13232,MHT,MDW,867,88,197.66,WN,0.9987,197.54,WN,0.9987,197.54,,,Southwest
2022,2,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",13296,13930,MHT,ORD,867,53,253.94,AA,0.8199,255.82,WN,0.1532,223.69,,,American
2022,2,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",14307,13232,PVD,MDW,867,134,199.68,WN,0.9853,199,WN,0.9853,199,,,Southwest
2022,2,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",14307,13930,PVD,ORD,867,187,248.57,AA,0.6876,255.04,UA,0.2496,232.96,,,American
2022,2,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",10721,10994,BOS,CHS,836,685,242.55,B6,0.5067,229.57,B6,0.5067,229.57,,,JetBlue
2022,2,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,24,237.78,WN,0.5,223.23,WN,0.5,223.23,,,Southwest
2022,2,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,149,156.56,MX,0.6578,111.29,MX,0.6578,111.29,,,Breeze
2022,2,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",10721,11057,BOS,CLT,737,1516,176.87,AA,0.6045,185.13,B6,0.1602,161.04,,,American
2022,2,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",13296,11057,MHT,CLT,737,96,246.12,AA,0.9023,252.95,WN,0.069,165.43,,,American
2022,2,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",14307,11057,PVD,CLT,737,213,246.79,AA,0.9188,250.17,WN,0.031,200.38,,,American
2022,2,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",10721,11066,BOS,CMH,640,506,227.38,AA,0.4409,214.38,AA,0.4409,214.38,,,American
2022,2,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",13296,11066,MHT,CMH,640,20,256.64,AA,0.4301,286.05,WN,0.4194,226.9,,,American
2022,2,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",14307,11066,PVD,CMH,640,47,224.7,AA,0.2371,299.66,MX,0.1925,105.16,,,American
2022,2,30721,31123,"Boston, MA (Metropolitan Area)","St. Louis, MO",10721,15016,BOS,STL,1047,581,255.36,WN,0.4722,245.13,WN,0.4722,245.13,,,Southwest
2022,2,30721,31123,"Boston, MA (Metropolitan Area)","St. Louis, MO",13296,15016,MHT,STL,1047,24,288.27,WN,0.6606,266.41,WN,0.6606,266.41,,,Southwest
2022,2,30721,31123,"Boston, MA (Metropolitan Area)","St. Louis, MO",14307,15016,PVD,STL,1047,45,297.72,WN,0.4755,279.21,WN,0.4755,279.21,,,Southwest
2022,2,30721,31135,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",10721,13577,BOS,MYR,756,453,141.52,NK,0.8071,116.76,NK,0.8071,116.76,,,Spirit
2022,2,30721,31135,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",13296,13577,MHT,MYR,756,113,121.02,NK,0.7861,93,NK,0.7861,93,,,Spirit
2022,2,30721,31135,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",14307,13577,PVD,MYR,756,46,219.03,AA,0.4019,247.59,DL,0.1196,188.71,,,American
2022,2,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",10721,12451,BOS,JAX,1028,670,237.31,B6,0.5099,214.56,B6,0.5099,214.56,,,JetBlue
2022,2,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",13296,12451,MHT,JAX,1028,28,277.65,WN,0.5099,247.67,WN,0.5099,247.67,,,Southwest
2022,2,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",14307,12451,PVD,JAX,1028,83,261.68,WN,0.2963,231.96,WN,0.2963,231.96,,,Southwest
2022,2,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",10721,11433,BOS,DTW,632,1073,224.43,DL,0.7364,239.53,B6,0.1921,175.68,,,Delta
2022,2,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",13296,11433,MHT,DTW,632,15,252.8,WN,0.3986,216.38,UA,0.2319,208,,,Southwest
2022,2,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",14307,11433,PVD,DTW,632,124,237.95,DL,0.8784,236.39,WN,0.0337,228.08,,,Delta
2022,2,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",10721,12191,BOS,HOU,1609,61,295.24,WN,0.8115,281.94,WN,0.8115,281.94,,,Southwest
2022,2,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",10721,12266,BOS,IAH,1609,1100,313.29,UA,0.682,339.24,B6,0.1787,246.83,,,United
2022,2,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",13296,12191,MHT,HOU,1609,15,317.48,WN,1,317.48,WN,1,317.48,,,Southwest
2022,2,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",13296,12266,MHT,IAH,1609,12,337.71,UA,0.3805,322.49,UA,0.3805,322.49,,,United
2022,2,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",14307,12191,PVD,HOU,1609,28,300.23,WN,0.9409,292.94,WN,0.9409,292.94,,,Southwest
2022,2,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",14307,12266,PVD,IAH,1609,50,342.85,UA,0.3648,402.11,DL,0.2681,305.72,,,United
2022,2,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",10721,13204,BOS,MCO,1142,3550,236.54,B6,0.4094,262.85,NK,0.1526,151.46,,,JetBlue
2022,2,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",13296,13204,MHT,MCO,1142,615,191.28,NK,0.4765,126.32,NK,0.4765,126.32,,,Spirit
2022,2,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",14307,13204,PVD,MCO,1142,1074,220.1,WN,0.428,229.71,F9,0.1721,127.6,,,Southwest
2022,2,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",10721,13487,BOS,MSP,1124,1218,266.37,DL,0.6444,306.7,SY,0.1448,151.92,,,Delta
2022,2,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",13296,13487,MHT,MSP,1124,14,290.68,WN,0.5591,244.59,WN,0.5591,244.59,,,Southwest
2022,2,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",14307,13487,PVD,MSP,1124,102,231.39,SY,0.4635,143.91,SY,0.4635,143.91,,,Sun Country
2022,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,11618,BOS,EWR,209,1214,137.67,UA,0.6648,146.48,B6,0.1064,114.98,,,United
2022,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,12391,BOS,ISP,209,0,236.67,AA,1,236.67,AA,1,236.67,,,American
2022,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,12478,BOS,JFK,209,621,148.13,B6,0.4033,144.52,AA,0.2816,140.31,,,JetBlue
2022,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,12953,BOS,LGA,209,1838,138.27,DL,0.4901,161.44,B6,0.4369,114.33,,,Delta
2022,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,11618,MHT,EWR,209,36,232.55,UA,0.9819,233.6,UA,0.9819,233.6,,,United
2022,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,12391,MHT,ISP,209,0,168,AA,1,168,AA,1,168,,,American
2022,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,12953,MHT,LGA,209,0,304.83,WN,1,304.83,WN,1,304.83,,,Southwest
2022,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14307,11618,PVD,EWR,209,28,221.08,UA,1,221.08,UA,1,221.08,,,United
2022,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14307,12953,PVD,LGA,209,19,189.41,DL,1,189.41,DL,1,189.41,,,Delta
2022,2,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",10721,14635,BOS,RSW,1271,1520,276.71,B6,0.6678,283.03,B6,0.6678,283.03,,,JetBlue
2022,2,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",13296,14635,MHT,RSW,1271,95,210.34,NK,0.5956,155.8,NK,0.5956,155.8,,,Spirit
2022,2,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",14307,14635,PVD,RSW,1271,291,224.2,B6,0.2773,238.63,F9,0.2524,155.91,,,JetBlue
2022,2,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",10721,12889,BOS,LAS,2381,1513,350.57,DL,0.3949,381.73,NK,0.128,191.61,,,Delta
2022,2,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",13296,12889,MHT,LAS,2381,37,385.51,WN,0.5509,340.45,WN,0.5509,340.45,,,Southwest
2022,2,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",14307,12889,PVD,LAS,2381,72,419.32,AA,0.4181,432.65,UA,0.1041,391.35,,,American
2022,2,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",10721,12339,BOS,IND,818,636,214.63,AA,0.425,209.96,AA,0.425,209.96,,,American
2022,2,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",13296,12339,MHT,IND,818,16,295.93,AA,0.4459,319.93,UA,0.1014,254.07,,,American
2022,2,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",14307,12339,PVD,IND,818,40,281.03,AA,0.4144,310.66,WN,0.2099,245.67,,,American
2022,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,13796,BOS,OAK,2704,29,425.07,WN,0.4045,418.16,NK,0.1948,290.17,,,Southwest
2022,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,14771,BOS,SFO,2704,3095,474.86,UA,0.3317,521.97,AS,0.1047,354.42,,,United
2022,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,14831,BOS,SJC,2704,176,400.69,B6,0.4383,330.03,B6,0.4383,330.03,,,JetBlue
2022,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,13796,MHT,OAK,2704,6,389.82,WN,0.9825,390.5,WN,0.9825,390.5,,,Southwest
2022,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,14771,MHT,SFO,2704,11,473.49,AA,0.4583,476.51,UA,0.4479,455.17,,,American
2022,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,14831,MHT,SJC,2704,2,469.39,WN,0.6667,442.08,WN,0.6667,442.08,,,Southwest
2022,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14307,13796,PVD,OAK,2704,6,433.97,WN,0.9492,427.39,DL,0.0169,375,,,Southwest
2022,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14307,14771,PVD,SFO,2704,58,539.4,UA,0.4539,581.86,DL,0.2166,498.87,,,United
